Unnamed: 0,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type
1070161,-0.2873563497922943,-0.2865215436471081,-0.2924417070759528,-0.2230634096751749,-0.2384750347250454,1
3792,-0.2672316080535754,-0.2172688462939806,-0.2281930789928484,-0.323813895241792,-0.333411405469162,3
3738,-0.0654928998172165,0.0250772943331397,0.0654955744672894,-0.1891737671074684,-0.2215322692770987,0
1441075,6.989382686557265,1.2348598853884485,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
4998,0.2466045843117417,1.2856094338550428,1.3750447652703417,-0.0238980666522447,-0.0713798625314366,0
4901,-0.1579771642999765,-0.2798099948897002,-0.2924417070759528,-0.323813895241792,-0.3133807650254592,4
128,-0.2892213075420142,-0.2761205539237913,-0.2817829398162036,-0.323813895241792,-0.333411405469162,3
4228,-0.2838582436873562,-0.2887164494136342,-0.2924417070759528,-0.2724612814011582,-0.3059664928075141,1
1070144,13.111226321192438,2.514782000317798,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
3085,0.0234268356800977,-0.2887164494136342,-0.2924417070759528,-0.226561535852416,-0.0347777555595298,1
1058,-0.2840161284399763,-0.2794353725994306,-0.2861321122004917,-0.323813895241792,-0.333411405469162,3
3023,-0.2963216832817816,-0.2801896548457032,-0.2843358833050281,-0.323813895241792,-0.333411405469162,3
3350,1.3333144731187438,-0.2887164494136342,-0.2924417070759528,1.361827759452068,1.7005786708175803,4
5647,-0.2628499004439639,-0.270973825324107,-0.2821453107147014,-0.323813895241792,-0.333411405469162,3
4154,-0.2666003505661484,-0.2887164494136342,-0.2924417070759528,-0.3076379197144152,-0.3285065391185068,4
5874,-0.2784772120377964,-0.2887164494136342,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
3419,-0.284461497911024,-0.2887164494136342,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
1106652,0.036642123990037,-0.218781686743351,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
5320,-0.2964420426673536,-0.2708910760381787,-0.2751263123663111,-0.323813895241792,-0.333411405469162,3
3510,-0.0492159489365643,-0.2814815997117167,-0.2924417070759528,-0.3112055597187304,-0.1837304928282043,4
3296,0.0887135057029213,-0.2692935647190436,-0.1934247781638906,-0.3232573521679394,-0.333411405469162,0
5877,0.1927407949961095,-0.281999118593151,-0.2924417070759528,0.1328026241472275,0.1696661550549055,4
3670,0.2550430556862079,3.361432202183322,3.4271911422837653,0.1943340786402628,-0.2598944425422829,0
832,-0.2921941578693556,-0.2886264292699465,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
1186590,0.0180101665239679,-0.2226771561196553,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
571496,0.1845533925050579,-0.1878571948878986,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
2,-0.2975548039377873,-0.2886537815443747,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
1070145,13.111226321192438,2.514782000317798,-0.2924417070759528,-0.3231300391043116,1.871058969437973,1
1619,-0.285149374652616,-0.2883190831878305,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
2998,-0.2861058740680334,-0.2887164494136342,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
906,-0.2852007774501965,-0.2695114342406472,-0.2760850482482465,-0.323813895241792,-0.333411405469162,3
5861,-0.2785833627892434,-0.2713806471273111,-0.279297963741537,-0.323813895241792,-0.333411405469162,3
1030511,0.287239042285106,-0.1663882319604902,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
2301,0.0917049034314516,-0.207269457205534,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
1932,-0.2616866803061887,-0.2887164494136342,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
2633,0.1594351604405487,-0.2270973148280699,-0.2924417070759528,-0.3206957901456855,-0.333411405469162,1
5418,-0.2822784356707354,-0.2887164494136342,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
5005,-0.0780251966385556,1.6287748323655955,1.6469672664463444,0.1021320110207798,-0.0764184667139301,0
970,1.8172327468760048,0.1534946162601629,-0.2924417070759528,-0.323813895241792,0.3320484683277974,1
4536,0.1747059810474235,0.1797395459762248,0.2678684783038933,-0.1888178400736374,-0.2861848773943189,0
912,-0.2808209742612427,-0.2887164494136342,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
253,-0.2866976189668563,-0.2885004010687837,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
1030712,14.493048563725926,2.8036859568177057,-0.2924417070759528,-0.2821816261602365,2.136051238857053,1
1919,-0.2856093998826386,-0.2887164494136342,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
4058,-0.2833194251226401,-0.2887164494136342,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
1627,-0.2842536842168106,-0.2887164494136342,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
5749,-0.2780635056302069,-0.2831477063803419,-0.2910282899179938,-0.1428506635531924,-0.2596109086494134,1
1691,-0.2690459413341575,-0.2887164494136342,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
576364,3.0537934821171744,0.4120280787181252,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
136420,-0.2943769054662311,-0.2879893636376949,-0.2924417070759528,-0.2907140049442571,-0.3022169398387356,1
3480,-0.2822567087150571,-0.2751957250529891,-0.2823077293739136,-0.323813895241792,-0.333411405469162,3
4427,-0.2942683866090966,-0.2887164494136342,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
1030763,0.9231027105566848,-0.0334452788774693,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
4439,-0.1451204866799879,-0.277090434414196,-0.2924417070759528,0.0627296416043457,-0.0439704004520321,1
1059698,16.262325089724712,3.8010238132437086,0.3273023089949105,-0.323813895241792,-0.333411405469162,4
4045,-0.2791344358868878,-0.277869714561908,-0.2855937660950449,-0.323813895241792,-0.333411405469162,3
1059643,1.573253955329614,0.1024848437943599,-0.2924417070759528,-0.1736537027413403,0.1130361293730575,1
1030295,1.9387212220555752,0.1788947727116668,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
1069757,1.3430233255533897,0.0543494629888908,-0.2924417070759528,-0.1238543312236774,0.1212694747057183,1
4091,-0.2973517430151285,-0.2780220563435334,-0.281982105474768,-0.323813895241792,-0.333411405469162,3
5964,-0.1281011595065719,-0.2837189465136784,-0.2924417070759528,-0.3195563976523163,-0.3015728442658124,4
503,-0.275581184383772,-0.28488020636725,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
2344,-0.296799229181856,-0.2699296228181485,-0.2741028682503374,-0.323813895241792,-0.333411405469162,3
1731,-0.1878724948230128,2.203159213517016,2.1916330897205016,5.366100365540906,4.883935818423778,0
3014,-0.1425301930623464,-0.2887164494136342,-0.2924417070759528,-0.2681377296426828,-0.2563734988790672,1
1154,1.5685748931345136,-0.2887164494136342,-0.2924417070759528,0.1226528346202378,0.6087619304602139,4
1069223,-0.2260534959430423,-0.2737046729407044,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
2498,-0.2963242666698044,-0.2811346759271972,-0.2852687988198057,-0.3176491728822382,-0.333411405469162,2
828,-0.2930986417605461,-0.2884903603604493,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
1030562,13.934071623546252,2.686818066984035,-0.2924417070759528,-0.3220945069584403,2.0072550249402834,1
4280,-0.2251616143485524,-0.2532142358998079,-0.272386367860774,-0.2746363295996157,-0.2646420307857965,4
5150,-0.2943958999922701,-0.2822741232074905,-0.2867925287940611,-0.323813895241792,-0.333411405469162,3
5158,-0.2964926836966711,-0.2818520672261239,-0.2859426249047162,-0.323813895241792,-0.333411405469162,3
5582,-0.2694163263118272,-0.2869627877683331,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
5929,-0.2767013977350405,-0.288488282972518,-0.2924417070759528,-0.323813895241792,-0.333411405469162,3
2834,-0.2341409246296499,-0.2886461644552934,-0.2924417070759528,-0.323813895241792,-0.3229398097169335,4
347735,-0.0964383444511351,-0.2466054347494799,-0.2924417070759528,-0.1314897554073988,-0.1223760190832829,1
4470,0.0280846842850881,0.3098379767750501,0.3660944045429756,-0.2648749808318294,-0.3324525658823262,0
2069,-0.2855738948575057,-0.2518144226654639,-0.25852768762905,-0.323813895241792,-0.333411405469162,3
695414,2.490944490416274,0.2943506411945842,-0.2924417070759528,-0.323813895241792,-0.333411405469162,4
1228,1.1967109589421063,-0.2887164494136342,-0.2924417070759528,0.1386418238659762,0.4066750603353664,4
5254,-0.2912428583503429,-0.2180721029607325,-0.2240278297007112,-0.323813895241792,-0.333411405469162,3
2679,0.4075873159765902,1.3734567474853168,1.495061621086282,5.307497932297538,4.599085632507233,0
